Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Presidentas y Presidentes Municipales 

estado,municipio,id_estado,id_municipio,cve_inegi,nombre,ap_paterno,ap_materno,sexo,partido,integrantes,descripcion,pdo_gob_ini,pdo_gob_fin,direccion,pag_web,cve_lada,telefono,total_pob,hombres,mujeres
"Oaxaca","San BartolomÈ Loxicha","20","117","20117","FRANCISCO ","GASPAR ","CORTES	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN BARTOLOME LOXICHA, OAX. C.P. 70940","http://","958","5-96-31-02","2213","1070","1143"
"Oaxaca","San BartolomÈ Quialana","20","118","20118","CLEMENTE ","SANCHEZ ","MARTINEZ	","H","UYC","","USOS Y COSTUMBRES","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE MATAMOROS # 1, CENTRO, SAN BARTOLO ME QUIALANA, OAX. C.P. 70074","http://","951","5-62-01-91 Ext. 602","2389","994","1395"
"Oaxaca","San BartolomÈ YucuaÒe","20","119","20119","OSCAR GRACIANO ","MARTINEZ ","AGUILAR	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN BARTOLOME YUCUA—E, OAX. C.P. 69850","http://","953","-","735","325","410"
"Oaxaca","San BartolomÈ Zoogocho","20","120","20120","BENITO  ","GABRIEL","MORALES	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2023-12-31","PALACIO MUNICIPAL CALLE MORELOS # 4, ZONA CENTRO, SAN BARTOLOME ZOOGOCHO, OAX. C.P. 68857","http://","953","951 5-60-00-11","449","242","207"
"Oaxaca","San Bartolo Soyaltepec","20","121","20121","LORENZO ","MIGUEL ","RODRIGUEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL S/N, ZONA CENTRO, SAN BARTOLO SOYALTEPEC, OAX. C.P. 69565","http://","951","5-45-97-52","596","289","307"
"Oaxaca","San Bartolo Yautepec","20","122","20122","ARTURO ","MARTINEZ ","JARQUIN	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN BARTOLO YAUTEPEC, OAX. C.P. 70550","http://","956","-","653","321","332"
"Oaxaca","San Bernardo Mixtepec","20","123","20123","IGNACIO ","MARTINEZ ","SANTOS	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN BERNARDO MIXTEPEC, OAX. C.P. 71210","http://","951","5-28-30-65","2829","1355","1474"
"Oaxaca","San Blas Atempa","20","124","20124","NOEL","HERNANDEZ","RITO","H","MORENA","","MORENA","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE FRANCISCO CORTEZ # 44, COL. CENTRO, SAN BLAS ATEMPA, OAX. C.P. 70786","http://","971","-","19696","9771","9925"
"Oaxaca","San Carlos Yautepec","20","125","20125","ARTURO ","ALTAMIRANO ","ZARATE	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN CARLOS YAUTEPEC, OAX. C.P. 70500","http://","995","5-22-11-01","11662","5866","5796"
"Oaxaca","San CristÛbal Amatl·n","20","126","20126","ELEUTERIO ","NESTOR ","ANTONIO	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL S/N, CENTRO, SAN CRISTOBAL AMATLAN, OAX. C.P. 70835","http://","951","-","5396","2578","2818"
"Oaxaca","San CristÛbal Amoltepec","20","127","20127","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Oaxaca","San CristÛbal Lachirioag","20","128","20128","ENRIQUE ","FRANCISCO ","ESTRADA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2023-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN CRISTOBAL LACHIRIOAG, OAX. C.P. 68830","http://","951","5-01-35-88","1342","636","706"
"Oaxaca","San CristÛbal Suchixtlahuaca","20","129","20129","FORTINO ","DOMINGUEZ	","","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2024-06-30","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN CRISTOBAL SUCHIXTLAHUACA, OAX. C.P. 69380","http://","951","-","356","175","181"
"Oaxaca","San Dionisio del Mar","20","130","20130","SONIA","LUIS","GALLEGOS","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL S/N, COL. CENTRO, SAN DIONISIO DEL MAR, OAX. C.P. 70137","http://","994","-","5180","2587","2593"
"Oaxaca","San Dionisio Ocotepec","20","131","20131","FORTINO  ","RUIZ","MENDEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN DIONISIO OCOTEPEC, OAX. C.P. 70495","http://","951","5-53-20-16","11411","5413","5998"
"Oaxaca","San Dionisio Ocotl·n","20","132","20132","AVELINO ","PORRAS ","PEREZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL CALLE PALMERAS S/N, COL. CENTRO, SAN DIONISIO OCOTLAN, OAX. C.P. 71526","http://www.sandionisioocotlan.gob.mx","951","5-22-72-06","1380","666","714"
"Oaxaca","San Esteban Atatlahuca","20","133","20133","JOSE ANGEL ","GARCIA ","SANDOVAL	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, SAN ESTEBAN ATATLAHUACA, OAX. C.P. 71120","http://","953","5-54-06-34","3934","1878","2056"
"Oaxaca","San Felipe Jalapa de DÌaz","20","134","20134","MARIA FERNANDA","BARBOSA","SOSA","M","MORENA","","MORENA","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE BENITO JUAREZ S/N, COL. CENTRO, SAN FELIPE JALAPA DE DIAZ, OAX C.P. 68460","http://","287","-","28500","13405","15095"
"Oaxaca","San Felipe Tejal·pam","20","135","20135","MARIA ANITA ","RAMIREZ ","PEREZ	","M","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL CALLE INDEPENDENCIA S/N, COL. CENTRO, SAN FELIPE TEJALAPAM, OAX. C.P. 68260","http://","951","5-18-76-83","8231","3940","4291"
"Oaxaca","San Felipe Usila","20","136","20136","JUAN","DE DIOS","JACINTO","H","MORENA","","MORENA","2022-01-01","2024-12-31","PALACIO MUNICIPAL AV. INSURGENTES # 18, COL. CENTRO, SAN FELIPE USILA, OAX. C.P. 68490","http://","283","5-46-80-81","12191","5848","6343"
"Oaxaca","San Francisco Cahuacu·","20","137","20137","DEMETRIO  	","AVENDA—O","LOPEZ","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL CALLE BELISARIO DOMINGUEZ S/N, CENTRO, SAN FRANCISCO CAHUACUA, OAX. C.P. 60736","http://","555","951 5-97-31-20","3450","1697","1753"
"Oaxaca","San Francisco Cajonos","20","138","20138","RAIMUNDO  ","VASQUEZ","MATA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2023-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN FRANCISCO CAJONOS, OAX. C.P. 68875","http://","951","-","451","212","239"
"Oaxaca","San Francisco Chapulapa","20","139","20139","SERGIO 	","PALACIOS ","GUZMAN","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N , COL. CENTRO, SAN FRANCISCO CHAPULAPA, OAX. C.P. 68635","http://","287","5-96-72-37; 3-92-38-52","2195","1061","1134"
"Oaxaca","San Francisco Chind˙a","20","140","20140","GRACIANO ","TORRES ","JOSE","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN FRANCISCO CHINDUA, OAX. C.P. 69685","http://","951","-","812","397","415"
"Oaxaca","San Francisco del Mar","20","141","20141","PEDRO","ENRIQUEZ","MARTINEZ","H","RSP","","REDES SOCIALES PROGRESISTAS","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN FRANCISCO DEL MAR, OAX. C.P. 70146","http://","994","-","8710","4374","4336"
"Oaxaca","San Francisco Huehuetl·n","20","142","20142","JUAN DANIEL ","QUIJANO ","NOYOLA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO SAN FRANCISCO HUEHUETLAN, OAX. C.P. 68520","http://","200","5-28-46-08","842","378","464"
"Oaxaca","San Francisco Ixhuat·n","20","143","20143","FELIPE","LOPEZ ","MATUS","H","C.I.","","CANDIDATO INDEPENDIENTE","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE INDEPENDENCIA # 27, CENTRO SAN FRANCISCO IXHUATAN, OAX. C.P. 70175","http://","994","7-13-60-04","9461","4766","4695"
"Oaxaca","San Francisco Jaltepetongo","20","144","20144","BENITO ","CHAVEZ ","GARCIA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN FRANCISCO JALTEPETONGO, OAX. C.P. 69935","http://","951","5-53-80-08","1075","514","561"
"Oaxaca","San Francisco LachigolÛ","20","145","20145","ABRAHAM ","LOPEZ ","ZARATE	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN FRANCISCO LACHIGOLO, OAX. C.P. 70424","http://","951","5-23-61-61","5215","2502","2713"
"Oaxaca","San Francisco Logueche","20","146","20146","FELIX ","CRUZ	","","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN FRANCISCO LOGUECHE, OAX. C.P. 70818","http://","951","4-88-78-00","2803","1324","1479"
"Oaxaca","San Francisco NuxaÒo","20","147","20147","AURELIANO ","SANTIAGO ","CRUZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL S/N, ZONA CENTRO, SAN FRANCISCO NUXA—O OAX. C.P. 69925","http://","951","-","376","193","183"
"Oaxaca","San Francisco Ozolotepec","20","148","20148","GUILLERMO ","GALLARDO ","FIGUEROA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, SAN FRANCISCO OZOLOTEPEC, OAX. C.P. 70887","http://","958","-","2182","1040","1142"
"Oaxaca","San Francisco Sola","20","149","20149","MEINARDO ","DAMIAN ","RUIZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN FRANCISCO SOLA, OAX. C.P. 71470","http://","951","1-09-14-18","2019","947","1072"
"Oaxaca","San Francisco Telixtlahuaca","20","150","20150","NIDIA BETZABETH","GARCIA","PEREZ","M","RSP","","REDES SOCIALES PROGRESISTAS","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALLE HIDALGO S/N, COL. CENTRO, SAN FRANCISCO TELIXTLAHUACA C.P. 68285","http://","951","5-28-4718","13856","6674","7182"
"Oaxaca","San Francisco Teopan","20","151","20151","RAFAEL ","CRUZ ","BETANZOS	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN FRANCISCO TEOPAN, OAX. C.P. 69345","http://","953","4-88-31-00; 4-88-31-35","312","161","151"
"Oaxaca","San Francisco Tlapancingo","20","152","20152","GRISELDA MARICTZA ","ALVARADO ","FLORES	","M","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN FRANCISCO TLAPANCINGO, OAX. C.P. 69480","http://","200","-","2472","1144","1328"
"Oaxaca","San Gabriel Mixtepec","20","153","20153","GERARDO ","FRANCO ","ARELLANES	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL CALLE 16 DE SEPTIEMBRE, BARRIO HIDALDO, SAN GABRIEL MIXTEPEC, OAX. C.P. 71970","http://","954","-","4910","2395","2515"
"Oaxaca","San Ildefonso Amatl·n","20","154","20154","FORTINO ","RIOS ","PEREZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN ILDEFONSO AMATLAN, OAX. C.P. 70828","http://","957","951 1-06-14-07","2329","1079","1250"
"Oaxaca","San Ildefonso Sola","20","155","20155","JOSE LUIS ","ANGELES ","ROBLES	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN ILDEFONSO SOLA, OAX. C.P. 71480","http://","","-","1060","513","547"
"Oaxaca","San Ildefonso Villa Alta","20","156","20156","MINERVA ","VELASCO ","OROZCO	","M","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL CALLE 16 DE SEPTIEMBRE # 1, COL. CENTRO, SAN ILDEFONSO VILLA ALTA, OAX. C.P. 68800","http://","951","5-01-34-30","3677","1779","1898"
"Oaxaca","San Jacinto Amilpas","20","157","20157","GABRIELA ADRIANA","DIAZ","PEREZ","M","MORENA","","MORENA","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE MATAMOROS # 104, COL. CENTRO, SAN JACINTO AMILPAS, OAX. C.P. 68285","http://","951","2-06-03-19","16827","7989","8838"
"Oaxaca","San Jacinto Tlacotepec","20","158","20158","LUIS ","ROJAS ","SANTOS	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL CALLE BENITO JUAREZ S/N, COL. CENTRO, SAN JACINTO TLACOTEPEC, OAX. C.P. 71390","http://","","954 4-88-43-00; 5-03-50-14","2233","1075","1158"
"Oaxaca","San JerÛnimo Coatl·n","20","159","20159","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Oaxaca","San JerÛnimo Silacayoapilla","20","160","20160","ELIDETH","LOPEZ","CEDILLO","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL S/N, ZONA CENTRO, SAN JERONIMO SILACAYOAPILLA, OAX. C.P. 69055","http://","953","1-06-86-72","1429","699","730"
"Oaxaca","San JerÛnimo Sosola","20","161","20161","ABEL ","HERNANDEZ ","ALEJANDREZ	","H","UYC","","USOS Y COSTUMBRES","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JERONIMO SOSOLA, OAX. C.P. 68270","http://","951","1-05-46-98","2730","1305","1425"
"Oaxaca","San JerÛnimo Taviche","20","162","20162","ABELINO ","MARTINEZ ","HERNANDEZ	","H","UYC","","USOS Y COSTUMBRES","2022-01-01","2024-12-31","PALACIO MUNICIPAL S/N, ZONA CENTRO, SAN JERONIMO TAVICHE, OAX. C.P. 71545","http://","951","5-26-47-66","2046","987","1059"
"Oaxaca","San JerÛnimo TecÛatl","20","163","20163","CRISTINO ","GUZMAN ","REYES	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JERONIMO TECOATL, OAX. C.P. 68550","http://","236","5-96-08-17","1577","732","845"
"Oaxaca","San Jorge Nuchita","20","164","20164","UBALDO PROCOPIO ","MORALES ","VARGAS	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JORGE NUCHITA, OAX. C.P. 69280","http://","953","-","2881","1341","1540"
"Oaxaca","San JosÈ Ayuquila","20","165","20165","OSCAR GERARDO ","AMBROSIO ","CARRERA	","H","UYC","","USOS Y COSTUMBRES","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE PORFIRIO DIAZ, ESQ. EMILIANO ZAPATA S/N, SAN JOSE AYUQUILA, OAX. C.P. 69230","http://","953","5-30-09-92","1629","765","864"
"Oaxaca","San JosÈ Chiltepec","20","166","20166","JAVIER","MARTINEZ","LOPEZ","H","PNA","","PARTIDO NUEVA ALIANZA","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JOSE CHILTEPEC, OAX. C.P. 68456","http://","287","8-74-72-44","11310","5461","5849"
"Oaxaca","San JosÈ del PeÒasco","20","167","20167","JUAN ","CRUZ ","BAUTISTA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JOSE DEL PE—ASCO, OAX. C.P. 70833","http://","951","1-25-69-61","2149","1022","1127"
"Oaxaca","San JosÈ Estancia Grande","20","168","20168","LEONARDO GIL","SALINAS","HERNANDEZ","H","PVEM","","PARTIDO VERDE ECOLOGISTA DE M…XICO ","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN JOSE ESTANCIA GRANDE, OAX. C.P. 71686","http://","954","5-44-12-26","938","457","481"
"Oaxaca","San JosÈ Independencia","20","169","20169","AGAR","CANCINO","GOMEZ","M","MORENA","","MORENA","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JOSE INDEPENDENCIA, OAX. C.P. 68407","http://","281","287 1-83-25-83 281 8-79-30-46","4251","2053","2198"
"Oaxaca","San JosÈ Lachiguiri","20","170","20170","PABLO ","VASQUEZ ","ANTONIO	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JOSE LACHIGUIRI, OAX. C.P. 70813","http://","958","1-19-21-77","3700","1752","1948"
"Oaxaca","San JosÈ Tenango","20","171","20171","LUIS LORENZO","CARRERA","JUAREZ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JOSE TENANGO, OAX. C.P. 68570","http://","955","5-81-21-24","18102","8566","9536"
"Oaxaca","San Juan Achiutla","20","172","20172","JOSEFINO ","MENDEZ ","RUIZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN ACHIUTLA, OAX. C.P. 69830","http://","953","-","408","203","205"
"Oaxaca","San Juan Atepec","20","173","20173","JESUS SANTOS ","RAMIREZ ","HERNANDEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2024-06-30","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN JUAN ATEPEC, OAX. C.P. 68730","http://","951","5-28-90-37","1457","705","752"
"Oaxaca","¡nimas Trujano","20","174","20174","JEREMIAS ","LOPEZ ","CERVANTES	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, ANIMAS TRUJANO, OAX. C.P. 71270","http://","951","2-05-45-70","4564","2170","2394"
"Oaxaca","San Juan Bautista Atatlahuca","20","175","20175","FRANCISCO ","CASTELLANOS ","HERNANDEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL S/N, CENTRO, SAN JUAN BAUTISTA ATATLAHUACA, OAX. C.P. 68204","http://","237","-","1424","680","744"
"Oaxaca","San Juan Bautista Coixtlahuaca","20","176","20176","HORACIO ","MIGUEL ","CRUZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN BAUTISTA COIXTLAHUACA OAX. C.P. 69300","http://","953","-","2725","1314","1411"
"Oaxaca","San Juan Bautista Cuicatl·n","20","177","20177","MARICEL","MARISCAL","GAYTAN","M","C.C.","PRI-PRD-NAO","CANDIDATURA COM⁄N","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE BENITO JUAREZ # 5, COL. CENTRO, SAN JUAN BAUTISTA CUICATLAN, C.P. 68600","http://","236","3-74-00-65","10365","5141","5224"
"Oaxaca","San Juan Bautista Guelache","20","178","20178","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Oaxaca","San Juan Bautista Jayacatl·n","20","179","20179","JERARDO ","MEJIA ","TAPIA	","H","UYC","","USOS Y COSTUMBRES","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN BAUTISTA JAYACATLAN, C.P. 68210","http://","951","1-51-87-54","1447","703","744"
"Oaxaca","San Juan Bautista Lo de Soto","20","180","20180","EDIL","LEYVA","CARMONA","H","FXM","","FUERZA POR M…XICO","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALLE PORVENIR # 20, COL. CENTRO, SAN JUAN BAUTISTA LO DE SOTO, OAX. C.P. 71620","http://","954","5-81-20-45","2344","1177","1167"
"Oaxaca","San Juan Bautista Suchitepec","20","181","20181","GLORIA ANGELICA","ARIAS","VILLAMIL","M","C.C.","PT-PVEM","CANDIDATURA COM⁄N","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JUAN BAUTISTA SUCHITEPEC, OAX. C.P. 69040","http://","200","1-23-74-07","453","222","231"
"Oaxaca","San Juan Bautista Tlacoatzintepec","20","182","20182","RUBEN","GONZALEZ","GOMEZ","H","MC","","MOVIMIENTO CIUDADANO","2022-01-01","2024-12-31","PALACIO MUNICIPAL S/N, ZONA CENTRO, SAN JUAN BAUTISTA TLACOATZINTEPEC, OAX. C.P. 68650","http://","287","5-96-59-23","2181","1006","1175"
"Oaxaca","San Juan Bautista Tlachichilco","20","183","20183","PLUTARCO JESUS ","VIDAL ","LOPEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JUAN BAUTISTA TLACHICHILCO OAX. C.P. 69190","http://","953","5-54-06-62","1475","689","786"
"Oaxaca","San Juan Bautista Tuxtepec","20","184","20184","IRINEO","MOLINA","ESPINOZA","H","MORENA","","MORENA","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE 5 DE MAYO # 365, COL. CENTRO, TUXTEPEC, OAX. C.P. 68300","http://","287","8-75-25-25","159452","75967","83485"
"Oaxaca","San Juan Cacahuatepec","20","185","20185","PEDRO","MARTINEZ","BARROSO","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN CACAHUATEPEC, OAX. C.P. 71610","http://","954","5-53-40-00","8939","4297","4642"
"Oaxaca","San Juan Cieneguilla","20","186","20186","FERMIN BARAQUIEL 	","SALAZAR ","MEJIA","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN CIENEGUILLA, OAX. C.P. 69110","http://","953","5-41-34-20","524","271","253"
"Oaxaca","San Juan CoatzÛspam","20","187","20187","ALFONSO","FLORES","SANCHEZ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JUAN COATZOSPAM, OAX. C.P. 68557","http://","236","-","1808","874","934"
"Oaxaca","San Juan Colorado","20","188","20188","JUAN","GARCIA","ARIAS","H","PNA","","PARTIDO NUEVA ALIANZA","2022-01-01","2024-12-31","PALACIO MUNICIPAL CALLE VICENTE GUERRERO S/N, COL. CENTRO, SAN JUAN COLORADO, OAX. C.P. 71720","http://","954","1-06-72-14","9609","4668","4941"
"Oaxaca","San Juan Comaltepec","20","189","20189","LUCIO ELPIDIO ","MAZAS ","MANZANO	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2024-06-30","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JUAN COMALTEPEC, OAX. C.P. 68990","http://","283","4-88-26-19","3116","1523","1593"
"Oaxaca","San Juan CotzocÛn","20","190","20190","MARTIN ","VIVEROS ","SANCHEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2023-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN COTZOCON, OAX. C.P. 70220","http://","283","8-77-90-32","22444","10843","11601"
"Oaxaca","San Juan Chicomez˙chil","20","191","20191","BERNARDO ","FELIPE ","ARELLANO	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2024-06-30","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, CENTRO, SAN JUAN CHICOMEZUCHIL, OAX. C.P. 68757","http://","955","-","296","133","163"
"Oaxaca","San Juan Chilateca","20","192","20192","JUAN MANUEL ","LUIS ","MOTA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL AV. INDEPENDENCIA S/N, COL. CENTRO, SAN JUAN CHILATECA, OAX. C.P. 71508","http://","951","5-28-10-00","1522","697","825"
"Oaxaca","San Juan del Estado","20","193","20193","JAVIER ANTONIO ","ANDRADE ","ESPINOZA	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2023-12-31","PALACIO MUNICIPAL AV. HIDALGO S/N, CENTRO, JUAN DEL ESTADO, OAX. C.P. 68224","http://","951","5-23-30-33","2807","1342","1465"
"Oaxaca","San Juan del RÌo","20","194","20194","LUIS ","NOLASCO ","PEREZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2024-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENTRO, SAN JUAN DEL RIO, OAX. C.P. 70470","http://","951","5-46-50-05","1372","651","721"
"Oaxaca","San Juan Diuxi","20","195","20195","ROSENDO ","MARTINEZ ","JOSE","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2025-12-31","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, COL. CENTRO, SAN JUAN DIUXI, OAX. C.P. 69946","http://","953","5-41-34-20","1056","497","559"
"Oaxaca","San Juan Evangelista Analco","20","196","20196","GILBERTO ","SOSA ","MENDEZ	","H","UYC","","USOS Y COSTUMBRES","2023-01-01","2024-06-30","PALACIO MUNICIPAL DOMICILIO CONOCIDO S/N, ZONA CENRO, SAN JUAN EVANGELISTA ANALCO, OAX. C.P. 68748","http://","951","5-68-02-35; 5-68-05-28","407","192","215"
